transaction_id,amount,hour,txn_velocity_last_hour,account_age_days,new_device_flag,distance_from_home_km,merchant_category,risk_score,is_fraud
TXN102290,739.35,9,0,309,1,11.7,Utilities,0.1877,0
TXN102291,1040.85,11,3,1717,0,3.3,Fashion,0.0,0
TXN102292,4802.79,21,0,1911,1,20.6,Entertainment,0.4449,0
TXN102293,518.41,17,1,1766,0,10.4,Dining,0.0,0
TXN102294,3551.9,14,0,2904,0,25.2,Fashion,0.0845,0
TXN102295,3620.5,18,1,815,0,103.6,Fashion,0.072,0
TXN102296,2601.31,13,1,849,0,90.1,Utilities,0.269,0
TXN102297,359.45,6,3,2502,0,16.6,Electronics,0.2377,0
TXN102298,1518.47,15,2,1515,1,10.2,Grocery,0.2764,0
TXN102299,2607.52,14,1,828,1,108.5,Travel,0.375,0
TXN102300,1652.77,12,0,1687,0,9.5,Grocery,0.1622,0
TXN102301,717.37,10,2,1134,0,4.3,Travel,0.1099,0
TXN102302,2870.69,20,4,1079,0,30.2,Dining,0.5907,0
TXN102303,1422.38,12,3,1400,0,35.8,Grocery,0.0698,0
TXN102304,1091.51,23,0,857,0,2.2,Travel,0.0929,0
TXN102305,1561.82,18,1,1679,0,6.4,Electronics,0.0,0
TXN102306,368.14,14,1,1530,0,25.4,Grocery,0.0224,0
TXN102307,848.37,10,1,2429,0,6.2,Grocery,0.0,0
TXN102308,467.14,13,0,2780,0,22.7,Entertainment,0.0,0
TXN102309,1228.47,11,1,1890,1,40.3,Electronics,0.1788,0
TXN102310,670.63,12,1,1167,0,127.6,Electronics,0.1629,0
TXN102311,1681.97,9,3,170,0,20.8,Online Services,0.1966,0
TXN102312,714.45,19,3,2499,0,15.3,Fashion,0.0,0
TXN102313,1406.66,16,0,1322,0,35.6,Grocery,0.0448,0
TXN102314,292.02,13,0,2371,0,23.3,Fashion,0.1044,0
TXN102315,358.59,20,2,1394,0,11.8,Online Services,0.1873,0
TXN102316,5010.27,16,1,2633,0,39.0,Fashion,0.0965,0
TXN102317,908.79,7,1,1954,0,25.6,Grocery,0.0,0
TXN102318,1716.03,12,1,2136,0,29.0,Travel,0.2616,0
TXN102319,7319.74,12,1,216,0,20.7,Fashion,0.231,0
TXN102320,941.31,13,1,346,0,9.1,Entertainment,0.0,0
TXN102321,256.83,13,1,1337,0,23.3,Fashion,0.1618,0
TXN102322,260.96,15,1,2157,0,42.3,Travel,0.0,0
TXN102323,1346.1,17,1,1116,0,20.2,Fashion,0.0696,0
TXN102324,1105.72,16,1,2411,0,5.0,Online Services,0.1822,0
TXN102325,3789.96,3,2,1760,0,8.9,Electronics,0.0632,0
TXN102326,2535.7,16,3,2669,0,50.3,Online Services,0.2619,0
TXN102327,164.75,18,1,1504,0,50.9,Utilities,0.0,0
TXN102328,2918.61,21,1,1991,0,34.6,Entertainment,0.2036,0
TXN102329,1089.66,17,0,1583,0,63.3,Online Services,0.0512,0
TXN102330,604.5,9,2,2975,0,33.5,Grocery,0.0555,0
TXN102331,510.38,14,2,710,1,41.5,Fashion,0.4779,0
TXN102332,1925.03,13,0,2737,0,38.1,Travel,0.0949,0
TXN102333,5487.08,11,2,1586,0,27.1,Dining,0.4411,0
TXN102334,2391.06,23,2,364,0,44.9,Online Services,0.1397,0
TXN102335,576.58,10,1,1999,0,5.0,Online Services,0.0124,0
TXN102336,1784.84,14,2,1492,0,68.3,Travel,0.2117,0
TXN102337,1432.54,15,3,2904,0,12.1,Electronics,0.1317,0
TXN102338,2863.65,14,4,1281,0,7.3,Utilities,0.3192,0
TXN102339,815.73,19,2,499,0,12.4,Grocery,0.0539,0
TXN102340,2072.24,14,2,2671,0,45.1,Electronics,0.2499,0
TXN102341,705.47,4,1,741,0,38.1,Grocery,0.1185,0
TXN102342,3125.27,20,0,1253,0,34.5,Fashion,0.1965,0
TXN102343,313.54,20,3,2487,0,54.7,Travel,0.2626,0
TXN102344,943.48,16,2,1198,0,16.1,Entertainment,0.1803,0
TXN102345,1182.84,11,1,2513,0,22.6,Electronics,0.0,0
TXN102346,252.74,18,0,2154,0,26.1,Fashion,0.1263,0
TXN102347,5368.38,18,1,294,0,5.0,Fashion,0.279,0
TXN102348,4562.13,21,1,2131,0,41.2,Grocery,0.1249,0
TXN102349,994.85,14,0,1205,0,105.4,Electronics,0.1223,0
TXN102350,1028.52,18,3,300,0,69.2,Travel,0.1918,0
TXN102351,504.55,15,0,2200,0,20.3,Fashion,0.1127,0
TXN102352,2994.18,15,1,1520,0,9.0,Grocery,0.2369,0
TXN102353,833.93,3,1,1161,0,13.0,Online Services,0.2226,0
TXN102354,151.96,9,0,726,1,14.2,Entertainment,0.4136,0
TXN102355,1016.58,4,2,1580,0,13.8,Travel,0.1954,0
TXN102356,1902.66,5,2,664,0,7.0,Travel,0.1925,0
TXN102357,1429.49,20,1,1590,0,15.5,Entertainment,0.0,0
TXN102358,1155.62,22,2,2333,0,9.1,Dining,0.1298,0
TXN102359,520.16,16,0,1994,0,11.7,Travel,0.0863,0
TXN102360,2800.01,5,1,2754,1,17.1,Utilities,0.3793,0
TXN102361,1139.26,9,1,2317,0,35.7,Dining,0.024,0
TXN102362,1217.24,7,1,2964,0,7.2,Fashion,0.0224,0
TXN102363,358.19,17,2,2331,1,19.7,Electronics,0.3385,0
TXN102364,925.47,15,1,1377,0,5.6,Dining,0.0761,0
TXN102365,605.58,23,0,1966,1,7.7,Travel,0.4527,0
TXN102366,3597.43,11,1,1364,0,21.2,Electronics,0.1681,0
TXN102367,837.47,18,4,2630,0,23.0,Travel,0.3695,0
TXN102368,2957.25,19,2,51,0,15.1,Electronics,0.1362,0
TXN102369,279.76,16,1,1845,1,12.4,Entertainment,0.401,0
TXN102370,3086.07,16,4,404,0,44.1,Online Services,0.4347,0
TXN102371,1699.32,17,0,2911,0,15.5,Travel,0.0,0
TXN102372,699.93,8,1,2461,0,8.0,Travel,0.0753,0
TXN102373,68.93,13,2,302,0,10.4,Travel,0.0154,0
TXN102374,2200.72,10,1,815,1,23.3,Entertainment,0.2815,0
TXN102375,3129.59,17,0,1055,0,3.9,Travel,0.0527,0
TXN102376,929.03,7,3,2143,1,95.7,Grocery,0.5414,1
TXN102377,1817.66,17,1,1970,0,7.9,Electronics,0.1403,0
TXN102378,462.6,8,1,223,0,14.7,Grocery,0.0162,0
TXN102379,2512.5,15,0,1369,1,55.2,Utilities,0.4004,0
TXN102380,2097.02,18,0,1943,0,21.1,Dining,0.3131,0
TXN102381,373.25,15,0,990,0,62.1,Grocery,0.0,0
TXN102382,391.64,17,2,117,0,12.6,Online Services,0.0904,0
TXN102383,272.89,13,0,391,0,35.0,Dining,0.0,0
TXN102384,2677.22,16,1,2954,0,31.9,Electronics,0.0,0
TXN102385,1285.91,9,0,1155,0,12.8,Fashion,0.2739,0
TXN102386,343.61,20,1,30,0,1.2,Dining,0.0782,0
TXN102387,3696.73,18,1,64,0,13.8,Dining,0.0,0
TXN102388,479.78,22,1,919,0,6.4,Travel,0.0,0
TXN102389,1321.4,10,2,286,0,10.1,Travel,0.1569,0
TXN102390,420.04,15,1,1034,0,7.8,Utilities,0.1074,0
TXN102391,561.74,12,0,178,0,68.9,Dining,0.0,0
TXN102392,2536.69,0,1,1120,0,6.6,Dining,0.0,0
TXN102393,1627.44,12,3,658,0,84.9,Travel,0.328,0
TXN102394,571.67,21,0,1940,0,27.6,Grocery,0.1065,0
TXN102395,212.69,14,1,1700,0,1.8,Travel,0.0,0
TXN102396,797.34,23,2,1612,0,50.5,Travel,0.0501,0
TXN102397,1130.34,23,1,1056,0,43.5,Electronics,0.1916,0
TXN102398,555.31,8,2,2332,1,85.4,Online Services,0.6525,0
TXN102399,1077.92,19,0,2866,0,14.7,Dining,0.0672,0
TXN102400,3172.13,9,0,1187,0,15.2,Entertainment,0.0824,0
TXN102401,5743.25,17,0,2647,1,5.4,Grocery,0.3748,0
TXN102402,896.8,19,0,216,0,15.8,Travel,0.0583,0
TXN102403,253.22,18,2,1790,0,8.3,Entertainment,0.0,0
TXN102404,1882.99,18,0,2226,0,11.8,Travel,0.2193,0
TXN102405,1807.93,11,0,1536,0,6.7,Fashion,0.1041,0
TXN102406,937.89,6,0,1503,0,25.5,Fashion,0.0,0
TXN102407,375.6,7,2,470,0,16.6,Grocery,0.162,0
TXN102408,897.24,17,0,1926,0,29.9,Electronics,0.0,0
TXN102409,2343.28,12,0,2043,0,28.0,Fashion,0.1478,0
TXN102410,1994.28,12,0,2872,0,81.8,Utilities,0.1094,0
TXN102411,1706.05,5,0,2837,1,42.2,Fashion,0.2809,0
TXN102412,944.11,19,2,431,0,37.9,Dining,0.1999,0
TXN102413,3151.38,10,2,1412,0,9.2,Grocery,0.1695,0
TXN102414,1027.84,10,2,244,1,13.4,Utilities,0.1422,0
TXN102415,2240.33,6,0,317,0,47.7,Utilities,0.0471,0
TXN102416,2645.71,15,1,1008,0,21.6,Entertainment,0.0,0
TXN102417,711.61,14,0,1829,0,5.8,Utilities,0.0,0
TXN102418,2392.53,10,1,98,0,47.5,Grocery,0.0462,0
TXN102419,1346.31,16,1,2970,0,13.9,Electronics,0.1116,0
TXN102420,1458.4,8,0,1105,0,13.6,Entertainment,0.0,0
TXN102421,2859.25,23,0,1472,1,3.3,Fashion,0.3463,0
TXN102422,1103.17,15,2,1468,0,10.7,Utilities,0.3026,0
TXN102423,1121.7,22,0,2205,0,45.4,Grocery,0.0199,0
TXN102424,220.91,17,0,980,0,19.9,Dining,0.0,0
TXN102425,1291.25,7,1,198,0,3.6,Dining,0.2584,0
TXN102426,1859.25,10,3,2886,0,8.5,Fashion,0.0493,0
TXN102427,236.91,15,1,1831,0,3.3,Electronics,0.0,0
TXN102428,1114.07,8,1,2022,0,10.4,Online Services,0.1015,0
TXN102429,948.57,22,1,1921,0,2.1,Electronics,0.0,0
TXN102430,649.41,17,1,1624,0,23.4,Travel,0.1545,0
TXN102431,1522.45,20,1,562,0,5.6,Online Services,0.1067,0
TXN102432,1171.58,22,0,1471,0,0.9,Grocery,0.1149,0
TXN102433,4069.41,15,1,2371,0,23.3,Fashion,0.1632,0
TXN102434,2217.58,22,0,1053,0,47.3,Entertainment,0.0,0
TXN102435,951.38,16,2,2798,0,5.7,Utilities,0.2486,0
TXN102436,1013.88,10,2,505,0,20.9,Utilities,0.0909,0
TXN102437,733.14,22,2,307,0,30.6,Utilities,0.1631,0
TXN102438,910.2,22,3,2569,0,42.0,Grocery,0.1126,0
TXN102439,1663.95,9,1,1879,0,29.3,Fashion,0.0798,0
TXN102440,2344.62,6,0,2873,0,24.6,Fashion,0.2689,0
TXN102441,498.67,8,1,2609,0,14.5,Entertainment,0.0,0
TXN102442,1897.59,17,2,2105,0,36.9,Fashion,0.0763,0
TXN102443,1345.59,13,0,326,0,25.5,Fashion,0.0,0
TXN102444,1643.24,15,1,2214,0,20.2,Dining,0.096,0
TXN102445,271.56,21,2,1820,1,42.5,Online Services,0.3861,0
TXN102446,972.76,9,0,2538,0,10.6,Travel,0.1152,0
TXN102447,1734.39,16,3,1832,0,9.1,Dining,0.135,0
TXN102448,2180.13,18,1,1665,0,26.4,Entertainment,0.1131,0
TXN102449,273.58,14,0,451,0,38.1,Grocery,0.1906,0
TXN102450,3644.22,16,0,185,0,49.5,Utilities,0.2479,0
TXN102451,1048.81,18,2,314,0,17.8,Online Services,0.0035,0
TXN102452,1446.01,11,0,1515,1,25.4,Dining,0.184,0
TXN102453,548.93,11,2,1629,0,12.0,Online Services,0.1135,0
TXN102454,2808.25,10,0,693,0,51.9,Utilities,0.0447,0
TXN102455,1239.74,20,0,1991,0,23.7,Entertainment,0.1251,0
TXN102456,1328.55,0,1,21,1,131.0,Utilities,0.4215,1
TXN102457,2337.83,11,0,667,0,7.4,Utilities,0.0,0
TXN102458,996.13,14,1,1974,0,3.5,Online Services,0.0,0
TXN102459,3357.11,16,2,33,1,11.4,Grocery,0.3421,0
TXN102460,681.41,14,0,2198,0,19.7,Fashion,0.0332,0
TXN102461,674.69,10,0,2446,1,10.2,Travel,0.2772,0
TXN102462,2238.2,8,0,1882,0,1.5,Dining,0.1474,0
TXN102463,1806.63,15,0,723,0,25.2,Dining,0.1658,0
TXN102464,1164.44,4,1,295,0,18.1,Travel,0.0245,0
TXN102465,1292.23,9,1,2005,0,9.9,Dining,0.2407,0
TXN102466,613.05,8,0,1991,0,17.4,Utilities,0.0858,0
TXN102467,5559.27,16,2,1750,0,6.4,Online Services,0.05,0
TXN102468,1603.12,13,2,2276,0,11.1,Grocery,0.0,0
TXN102469,2299.94,14,0,2782,0,17.3,Utilities,0.2886,0
TXN102470,602.3,20,3,1330,0,10.0,Grocery,0.1529,0
TXN102471,716.28,15,0,2527,1,59.9,Electronics,0.321,0
TXN102472,2113.78,20,1,2951,0,14.0,Entertainment,0.2757,0
TXN102473,1825.52,3,3,1524,0,93.8,Utilities,0.4693,0
TXN102474,4969.58,19,0,2281,0,13.2,Entertainment,0.133,0
TXN102475,893.21,21,1,742,0,18.7,Grocery,0.0539,0
TXN102476,1525.57,22,2,2863,0,20.4,Grocery,0.1887,0
TXN102477,1140.75,9,1,2466,0,39.1,Electronics,0.0614,0
TXN102478,2417.69,8,0,2786,0,69.0,Travel,0.2387,0
TXN102479,3907.34,12,1,2412,0,4.7,Travel,0.4362,0
TXN102480,1303.84,15,0,1779,0,22.0,Electronics,0.0454,0
TXN102481,1685.33,9,3,657,0,21.5,Utilities,0.0318,0
TXN102482,1097.69,14,0,1097,0,58.4,Utilities,0.0,0
TXN102483,777.4,15,2,539,1,22.1,Utilities,0.1708,0
TXN102484,1280.2,8,0,1640,0,77.3,Electronics,0.3459,0
TXN102485,2378.73,6,0,1055,0,103.7,Fashion,0.3218,0
TXN102486,2047.3,13,1,1906,0,20.3,Entertainment,0.2436,0
TXN102487,2271.1,13,2,1832,0,22.9,Travel,0.2334,0
TXN102488,1200.94,7,2,779,0,36.2,Utilities,0.0,0
TXN102489,2992.31,14,0,2640,0,11.5,Online Services,0.0592,0
TXN102490,839.52,12,3,2441,0,26.7,Travel,0.0,0
TXN102491,1252.99,19,0,2386,0,28.4,Online Services,0.1742,0
TXN102492,397.67,15,3,538,0,19.3,Dining,0.0,0
TXN102493,1211.66,17,3,380,0,31.7,Entertainment,0.0948,0
TXN102494,1163.73,23,2,1074,0,5.9,Online Services,0.3432,0
TXN102495,4284.38,21,0,2463,0,87.1,Utilities,0.2314,0
TXN102496,1933.8,8,3,2260,0,92.7,Dining,0.3345,0
TXN102497,579.52,18,1,2008,0,72.3,Entertainment,0.2151,0
TXN102498,942.68,16,1,1190,0,21.2,Dining,0.1769,0
TXN102499,480.0,18,1,2062,1,12.6,Entertainment,0.36,0
TXN102500,1588.85,18,1,563,0,5.5,Travel,0.1148,0
TXN102501,3260.13,15,0,1102,0,62.4,Utilities,0.3254,0
TXN102502,2157.34,19,2,1193,1,43.0,Grocery,0.431,0
TXN102503,536.15,18,4,716,0,0.5,Utilities,0.1108,0
TXN102504,885.69,13,0,831,0,13.1,Electronics,0.066,0
TXN102505,4365.19,12,0,1924,0,7.3,Travel,0.0,0
TXN102506,3440.87,12,1,1572,0,12.6,Grocery,0.0,0
TXN102507,3200.43,13,0,1549,0,50.2,Dining,0.1117,0
TXN102508,999.94,23,2,366,0,13.3,Online Services,0.0875,0
TXN102509,1991.61,16,2,1130,0,66.8,Travel,0.3367,0
TXN102510,2301.67,14,3,769,0,36.8,Grocery,0.0125,0
TXN102511,1811.09,9,2,2256,0,23.6,Utilities,0.1914,0
TXN102512,2404.42,17,1,1784,0,37.7,Fashion,0.0673,0
TXN102513,1016.1,8,1,1423,1,41.9,Utilities,0.0026,0
TXN102514,1043.71,3,1,2367,0,28.4,Grocery,0.1471,0
TXN102515,3075.69,17,0,1860,0,,Entertainment,0.0629,0
TXN102516,1670.87,13,0,492,0,26.7,Dining,0.0659,0
TXN102517,1708.2,8,1,373,0,31.3,Entertainment,0.0044,0
TXN102518,1808.84,20,1,2689,0,8.0,Travel,0.0,0
TXN102519,1015.63,9,2,848,0,2.4,Online Services,0.0,0
TXN102520,1442.86,21,0,2593,0,14.9,Dining,0.0851,0
TXN102521,1434.53,21,0,1453,1,24.4,Electronics,0.0045,0
TXN102522,2546.02,17,1,1807,0,112.0,Fashion,0.5992,0
TXN102523,1103.28,15,0,1774,0,44.1,Fashion,0.0852,0
TXN102524,505.8,3,0,2229,1,15.1,Grocery,0.105,0
TXN102525,1340.83,14,0,1259,0,100.8,Fashion,0.3549,0
TXN102526,306.05,10,1,2313,0,23.6,Electronics,0.0,0
TXN102527,3606.53,6,1,707,0,18.5,Utilities,0.3357,0
TXN102528,2666.35,14,1,790,0,40.6,Travel,0.0,0
TXN102529,904.81,20,0,39,0,59.3,Grocery,0.0879,0
TXN102530,2609.68,17,3,2773,0,44.7,Fashion,0.3179,0
TXN102531,6847.58,17,1,84,0,13.3,Electronics,0.1318,0
TXN102532,2274.49,14,1,683,0,4.4,Grocery,0.0781,0
TXN102533,662.24,20,3,2448,0,31.1,Electronics,0.2742,0
TXN102534,2385.77,23,2,2858,1,20.5,Travel,0.2891,0
TXN102535,1678.44,12,1,2703,0,33.0,Fashion,0.0,0
TXN102536,5554.54,16,1,988,0,13.7,Fashion,0.0698,0
TXN102537,1220.59,6,2,2298,0,25.5,Entertainment,0.2683,0
TXN102538,458.69,14,1,818,0,4.0,Online Services,0.1126,0
TXN102539,1713.18,13,4,1877,0,42.6,Travel,0.0,0
TXN102540,1190.28,12,1,519,1,13.7,Grocery,0.261,0
TXN102541,2253.22,14,2,1935,0,0.4,Dining,0.288,0
TXN102542,4508.65,16,3,1342,0,18.8,Dining,0.4,0
TXN102543,1180.1,12,3,1088,1,16.4,Fashion,0.1477,0
TXN102544,2530.12,12,0,2194,0,8.0,Online Services,0.0,0
TXN102545,2809.0,18,1,862,0,6.4,Online Services,0.1575,0
TXN102546,1275.76,10,1,887,0,15.7,Grocery,0.0,0
TXN102547,3536.52,16,1,1507,0,6.3,Dining,0.3415,0
TXN102548,1334.36,21,2,910,0,20.6,Fashion,0.1413,0
TXN102549,428.19,18,0,2528,0,15.4,Online Services,0.0,0
TXN102550,241.76,21,0,1307,0,0.3,Dining,0.0,0
TXN102551,1138.82,15,3,377,0,1.9,Dining,0.0552,0
TXN102552,967.32,14,0,340,0,20.4,Entertainment,0.0,0
TXN102553,1299.49,17,1,1210,0,22.8,Utilities,0.2145,0
TXN102554,678.08,5,0,2404,1,21.0,Entertainment,0.3332,0
TXN102555,888.27,20,1,703,0,12.7,Grocery,0.1683,0
TXN102556,1015.33,6,0,2616,0,11.4,Utilities,0.0504,0
TXN102557,623.57,23,0,1303,0,11.6,Entertainment,0.0384,0
TXN102558,2048.22,13,2,1516,0,32.2,Fashion,0.3546,0
TXN102559,2326.63,11,2,101,0,22.8,Travel,0.1407,0
TXN102560,1360.27,22,1,2596,0,29.8,Dining,0.0,0
TXN102561,661.03,16,1,1338,0,36.1,Travel,0.0,0
TXN102562,643.38,21,1,703,1,40.8,Online Services,0.1654,0
TXN102563,4782.48,21,2,2593,0,22.6,Electronics,0.1006,0
TXN102564,1808.03,11,1,1063,0,32.0,Travel,0.0712,0
TXN102565,772.02,19,0,69,0,23.2,Travel,0.0479,0
TXN102566,1708.6,16,1,380,0,23.4,Fashion,0.2372,0
TXN102567,1287.67,16,1,1486,0,20.2,Electronics,0.1516,0
TXN102568,1438.17,12,0,2180,0,1.3,Entertainment,0.0,0
TXN102569,406.63,14,1,2422,0,22.5,Utilities,0.0,0
TXN102570,3740.2,11,1,2509,0,69.4,Online Services,0.0034,0
TXN102571,2694.5,22,1,52,0,37.8,Utilities,0.219,0
TXN102572,1900.14,22,1,1451,0,19.6,Grocery,0.1046,0
TXN102573,1023.78,14,2,1259,0,11.4,Online Services,0.0,0
TXN102574,1760.55,22,1,1248,0,5.0,Dining,0.1997,0
TXN102575,337.46,13,0,2262,0,29.5,Online Services,0.0,0
TXN102576,4607.68,8,1,2945,0,105.4,Online Services,0.2271,0
TXN102577,3090.85,6,1,1682,0,4.6,Dining,0.0896,0
TXN102578,2410.91,22,1,1406,0,26.1,Utilities,0.2902,0
TXN102579,1760.02,12,2,1973,0,6.5,Electronics,0.0,0
TXN102580,927.82,13,0,680,0,12.0,Grocery,0.0594,0
TXN102581,1074.99,8,1,2542,0,39.3,Travel,0.2167,0
TXN102582,1541.72,13,2,552,0,20.0,Online Services,0.1921,0
TXN102583,1418.62,12,0,2578,0,25.4,Entertainment,0.1308,0
TXN102584,176.22,21,2,1014,0,63.7,Electronics,0.2935,0
TXN102585,1133.6,3,1,859,0,12.9,Travel,0.0653,0
TXN102586,1463.62,7,1,676,0,9.3,Dining,0.0306,0
TXN102587,1439.85,11,1,2445,0,7.9,Utilities,0.1663,0
TXN102588,3030.49,22,3,384,0,27.8,Travel,0.3143,0
TXN102589,2158.15,11,3,2228,0,16.0,Travel,0.0836,0
TXN102590,1917.14,21,1,685,0,7.8,Entertainment,0.0409,0
TXN102591,585.74,20,1,1656,0,23.8,Utilities,0.0,0
TXN102592,3486.03,15,3,1085,0,55.4,Travel,0.2101,0
TXN102593,519.91,11,0,2104,0,56.9,Dining,0.0,0
TXN102594,1820.15,14,1,1596,0,18.6,Grocery,0.2357,0
TXN102595,1949.57,10,0,2556,0,34.1,Travel,0.0,0
TXN102596,1694.01,13,2,861,0,31.0,Utilities,0.2685,0
TXN102597,2711.94,16,0,1170,0,13.7,Grocery,0.1591,0
TXN102598,2433.41,16,3,2785,0,50.7,Electronics,0.3039,0
TXN102599,2052.89,13,0,2721,1,13.1,Entertainment,0.3418,0
TXN102600,1750.25,3,1,756,1,13.8,Dining,0.2695,0
TXN102601,204.7,0,2,142,0,117.4,Entertainment,0.0,1
TXN102602,1172.31,8,1,1719,0,,Entertainment,0.2691,0
TXN102603,2905.55,11,0,452,0,63.5,Electronics,0.0,0
TXN102604,1880.34,20,1,1269,0,38.8,Online Services,0.2592,0
TXN102605,854.33,23,2,167,0,11.6,Entertainment,0.2183,0
TXN102606,1922.37,9,0,940,0,21.5,Online Services,0.0897,0
TXN102607,1955.28,20,2,1603,0,12.3,Grocery,0.0769,0
TXN102608,806.95,12,3,470,1,5.0,Dining,0.2848,0
TXN102609,241.91,22,2,1015,0,19.1,Electronics,0.0511,0
TXN102610,2864.92,6,2,2831,0,5.9,Electronics,0.3582,0
TXN102611,1240.13,9,1,2781,0,14.6,Fashion,0.2659,0
TXN102612,3791.66,22,0,1245,1,36.4,Entertainment,0.2525,0
TXN102613,3021.1,18,3,642,0,6.5,Grocery,0.0733,0
TXN102614,470.77,6,2,2643,0,10.9,Dining,0.1286,0
TXN102615,1786.84,9,0,812,0,42.3,Dining,0.0783,0
TXN102616,803.61,23,1,2947,0,40.7,Grocery,0.0,0
TXN102617,602.31,9,0,109,0,,Fashion,0.1676,0
TXN102618,1488.73,14,2,262,0,45.5,Travel,0.3499,0
TXN102619,57.25,21,1,2270,0,33.4,Entertainment,0.0,0
TXN102620,433.93,8,1,1190,1,18.6,Online Services,0.1661,0
TXN102621,1006.61,17,2,30,0,49.5,Grocery,0.1634,0
TXN102622,1063.33,19,0,2116,0,19.0,Dining,0.0382,0
TXN102623,1822.26,8,1,2481,1,13.4,Dining,0.5445,0
TXN102624,796.79,19,2,2564,1,3.5,Dining,0.4631,0
TXN102625,315.52,7,2,2479,0,22.2,Fashion,0.0994,0
TXN102626,2141.61,16,2,2264,0,21.6,Online Services,0.1191,0
TXN102627,1332.05,11,2,349,0,42.0,Online Services,0.2934,0
TXN102628,2274.52,11,2,373,0,61.8,Dining,0.1404,0
TXN102629,1521.36,9,0,659,0,19.1,Fashion,0.0044,0
TXN102630,3455.31,15,2,1366,0,5.1,Electronics,0.1873,0
TXN102631,826.7,22,0,460,0,17.7,Travel,0.0195,0
TXN102632,1820.93,6,0,1290,0,34.6,Dining,0.0,0
TXN102633,1068.76,8,0,1494,0,53.5,Travel,0.0135,0
TXN102634,531.64,17,0,958,0,70.8,Dining,0.0,0
TXN102635,801.67,10,0,634,0,9.3,Electronics,0.0738,0
TXN102636,986.32,15,1,1671,0,111.3,Online Services,0.0618,0
TXN102637,176.6,0,2,2854,1,15.2,Electronics,0.257,0
TXN102638,1970.45,14,1,2591,0,17.2,Entertainment,0.0,0
TXN102639,228.75,18,3,1541,0,0.4,Travel,0.0,0
TXN102640,3651.95,20,2,178,0,5.5,Online Services,0.1015,0
TXN102641,1151.49,18,2,2748,0,41.1,Fashion,0.1583,0
TXN102642,3175.95,7,0,2214,0,24.0,Fashion,0.1123,0
TXN102643,2251.58,14,1,56,0,16.3,Dining,0.1094,0
TXN102644,1804.81,14,0,772,0,11.7,Grocery,0.1178,0
TXN102645,3389.1,7,1,768,0,16.8,Fashion,0.0466,0
TXN102646,677.62,22,4,2731,0,9.7,Dining,0.0667,0
TXN102647,1582.51,9,1,2672,0,6.8,Online Services,0.0532,0
TXN102648,595.43,19,2,2980,0,13.1,Dining,0.0912,0
TXN102649,256.29,12,0,880,0,47.9,Grocery,0.0,0
TXN102650,1402.29,2,0,174,0,38.2,Online Services,0.0,0
TXN102651,1107.45,14,0,1722,0,25.7,Dining,0.1199,0
TXN102652,2852.24,16,3,783,0,36.4,Utilities,0.101,0
TXN102653,1338.91,18,4,258,0,41.2,Travel,0.1336,0
TXN102654,1012.29,22,1,752,0,16.5,Grocery,0.0844,0
TXN102655,1369.54,10,2,350,0,6.4,Entertainment,0.0677,0
TXN102656,2062.17,19,0,2622,0,8.9,Entertainment,0.0684,0
TXN102657,2092.37,9,0,329,0,9.5,Dining,0.0179,0
TXN102658,3261.23,6,1,2059,0,113.3,Online Services,0.2338,1
TXN102659,2556.48,21,0,1967,0,30.1,Utilities,0.0,0
TXN102660,2886.84,6,3,815,0,29.0,Dining,0.2158,0
TXN102661,285.81,21,1,2075,1,44.4,Entertainment,0.1158,0
TXN102662,2278.14,6,0,849,0,6.5,Online Services,0.1121,0
TXN102663,2761.75,15,2,1586,0,22.2,Electronics,0.2075,0
TXN102664,1874.09,7,1,2070,0,23.0,Entertainment,0.0,0
TXN102665,516.35,23,2,1743,0,11.7,Electronics,0.0327,0
TXN102666,775.01,13,1,2797,0,23.2,Fashion,0.2288,0
TXN102667,969.94,6,0,1512,0,16.9,Utilities,0.0,0
TXN102668,340.7,11,2,2467,0,1.8,Online Services,0.1286,0
TXN102669,2314.13,17,0,966,0,19.2,Fashion,0.0,0
TXN102670,1273.35,15,2,411,0,16.9,Fashion,0.1787,0
TXN102671,3631.94,16,1,2488,0,28.7,Online Services,0.1092,0
TXN102672,1311.81,16,3,298,0,47.5,Entertainment,0.2309,0
TXN102673,1097.83,22,0,1364,0,16.8,Grocery,0.0532,0
TXN102674,3152.52,16,2,1332,0,45.4,Travel,0.113,0
TXN102675,962.14,3,0,514,0,37.5,Utilities,0.1813,0
TXN102676,1536.56,17,1,621,0,19.5,Travel,0.039,0
TXN102677,707.85,13,1,2724,0,15.5,Utilities,0.0678,0
TXN102678,3647.02,17,1,2338,0,23.9,Grocery,0.0,0
TXN102679,4294.38,14,2,443,0,30.9,Utilities,0.1619,0
TXN102680,1630.27,18,1,1151,0,21.2,Travel,0.1219,0
TXN102681,169.55,12,3,1528,0,5.3,Entertainment,0.2533,0
TXN102682,663.0,10,1,1105,0,17.4,Dining,0.0287,0
TXN102683,1408.15,8,1,1919,0,5.6,Grocery,0.0634,0
TXN102684,2087.21,19,0,906,1,39.1,Grocery,0.2069,0
TXN102685,2007.66,18,1,2516,0,80.3,Electronics,0.1973,0
TXN102686,2957.11,18,2,1607,0,14.0,Fashion,0.1095,0
TXN102687,2727.08,13,1,1149,0,52.8,Utilities,0.1786,0
TXN102688,1369.23,10,1,740,0,37.2,Utilities,0.1425,0
